id,claim,sentence,evidence,role
119,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,"We tested the hypothesis that the erythrocyte indices associated with alpha(+)-thalassaemia homozygosity provide a haematological benefit during acute malaria.   
",False,OBJECTIVE
120,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,METHODS AND FINDINGS Data from children living on the north coast of Papua New Guinea who had participated in a case-control study of the protection afforded by alpha(+)-thalassaemia against severe malaria were reanalysed to assess the genotype-specific reduction in erythrocyte count and Hb levels associated with acute malarial disease.,False,METHODS
121,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,We observed a reduction in median erythrocyte count of approximately 1.5 x 10(12)/l in all children with acute falciparum malaria relative to values in community children (p < 0.001).,False,RESULTS
122,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,We developed a simple mathematical model of the linear relationship between Hb concentration and erythrocyte count.,False,RESULTS
123,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,This model predicted that children homozygous for alpha(+)-thalassaemia lose less Hb than children of normal genotype for a reduction in erythrocyte count of >1.1 x 10(12)/l as a result of the reduced mean cell Hb in homozygous alpha(+)-thalassaemia.,False,RESULTS
124,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,"In addition, children homozygous for alpha(+)-thalassaemia require a 10% greater reduction in erythrocyte count than children of normal genotype (p = 0.02) for Hb concentration to fall to 50 g/l, the cutoff for SMA.",False,RESULTS
125,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,"We estimated that the haematological profile in children homozygous for alpha(+)-thalassaemia reduces the risk of SMA during acute malaria compared to children of normal genotype (relative risk 0.52; 95% confidence interval [CI] 0.24-1.12, p = 0.09).   
",True,RESULTS
126,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,CONCLUSIONS The increased erythrocyte count and microcytosis in children homozygous for alpha(+)-thalassaemia may contribute substantially to their protection against SMA.,True,CONCLUSIONS
127,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,A lower concentration of Hb per erythrocyte and a larger population of erythrocytes may be a biologically advantageous strategy against the significant reduction in erythrocyte count that occurs during acute infection with the malaria parasite Plasmodium falciparum.,False,CONCLUSIONS
128,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,"This haematological profile may reduce the risk of anaemia by other Plasmodium species, as well as other causes of anaemia.",False,CONCLUSIONS
129,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,Other host polymorphisms that induce an increased erythrocyte count and microcytosis may confer a similar advantage.,False,CONCLUSIONS
130,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,Background  Macrosomia is associated with considerable neonatal and maternal morbidity.,False,OBJECTIVE
131,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,Factors that predict macrosomia are poorly understood.,False,OBJECTIVE
132,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,The increased rate of macrosomia in the offspring of pregnant women with diabetes and in congenital hyperinsulinaemia is mediated by increased foetal insulin secretion.,False,OBJECTIVE
133,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,"We assessed the in utero and neonatal role of two key regulators of pancreatic insulin secretion by studying birthweight and the incidence of neonatal hypoglycaemia in patients with heterozygous mutations in the maturity-onset diabetes of the young (MODY) genes HNF4A (encoding HNF-4α) and HNF1A/TCF1 (encoding HNF-1α), and the effect of pancreatic deletion of Hnf4a on foetal and neonatal insulin secretion in mice.",True,OBJECTIVE
134,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,Hypospadias is a common congenital malformation of the male external genitalia.,False,BACKGROUND
135,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,"We performed a genome-wide association study using pooled DNA from 436 individuals with hypospadias (cases) and 494 controls of European descent and selected the highest ranked SNPs for individual genotyping in the discovery sample, an additional Dutch sample of 133 cases and their parents, and a Swedish series of 266 cases and 402 controls.",False,METHODS
136,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,"Individual genotyping of two SNPs (rs1934179 and rs7063116) in DGKK, encoding diacylglycerol kinase κ, produced compelling evidence for association with hypospadias in the discovery sample (allele-specific odds ratio (OR) = 2.5, P = 2.5 × 10−11 and OR = 2.3, P = 2.9 × 10−9, respectively) and in the Dutch (OR = 3.9, P = 2.4 × 10−5 and OR = 3.8, P = 3.4 × 10−5) and Swedish (OR = 2.5, P = 2.6 × 10−8 and OR = 2.2, P = 2.7 × 10−6) replication samples.",True,RESULTS
137,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,"Expression studies showed expression of DGKK in preputial tissue of cases and controls, which was lower in carriers of the risk allele of rs1934179 (P = 0.047).",False,RESULTS
138,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,We propose DGKK as a major risk gene for hypospadias.,False,CONCLUSIONS
139,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,Clustered regularly interspaced short palindromic repeats (CRISPR)-Cas systems provide adaptive immunity against phage via spacer-encoded CRISPR RNAs that are complementary to invasive nucleic acids.,False,BACKGROUND
140,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,"Here, we challenge Streptococcus thermophilus with a bacteriophage, and used PCR-based metagenomics to monitor phage-derived spacers daily for 15 days in two experiments.",False,METHODS
141,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,"Spacers that target the host chromosome are infrequent and strongly selected against, suggesting autoimmunity is lethal.",False,METHODS
142,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,"In experiments that recover over half a million spacers, we observe early dominance by a few spacer sub-populations and rapid oscillations in sub-population abundances.",False,RESULTS
143,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,"In two CRISPR systems and in replicate experiments, a few spacers account for the majority of spacer sequences.",False,RESULTS
144,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,"Nearly all phage locations targeted by the acquired spacers have a proto-spacer adjacent motif (PAM), indicating PAMs are involved in spacer acquisition.",False,RESULTS
145,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,We detect a strong and reproducible bias in the phage genome locations from which spacers derive.,True,CONCLUSIONS
